Description: Magic Files - General Information
Version: 3.2 - Dec 11, 2000
Author: Christepher McKenney & Dave Gilbert
For comments, suggestions, bugs - email - mach_5@rocketmail.com
^
magia	mg	0			Hero:any,Rare:any		hide	modified by DeBelial, 30-06-2010
^
^
mgpdice	P Stat Defn		Priority	N/A	0	apnd:foot		Unless identified separately, the P stat is the number of Power Dice generated by the unit; To get the number of Dispel Dice - 0 Power Dice = 0 Dispel Dice; 1-2 Power Dice = 1 Dispel Dice; 3-4 = 2 Dispel Dice; Magic items, Bloodline powers, etc., may modify how to calculate dispel dice.	Unless identified separately, the P stat is the number of Power Dice generated by the unit; To get the number of Dispel Dice - 0 Power Dice = 0 Dispel Dice; 1-2 Power Dice = 1 Dispel Dice; 3-4 = 2 Dispel Dice; Magic items, Bloodline powers, etc., may modify how to calculate dispel dice. (This is printed at end of the roster)	
mgalore	Lore Table		SpellType	N/A	0	tabl:None=mgnone,Beast=mgbeasts,Death=mgdeath,Fire=mgfire,Heavens=mgheaven,Life=mglife,Light=mglight,Metal=mgmetal,Shadow=mgshadow,Undeath=unundeat-noname-nobrackets			Select the Lore for the Unit	
mgalore2	Lore Table		SpellType	N/A	0	tabl:None=mgnone,Beast=mgbeasts,Death=mgdeath,Fire=mgfire,Heavens=mgheaven,Life=mglife,Light=mglight,Metal=mgmetal,Shadow=mgshadow-noname-nobrackets			Select the Lore for the Unit	
mgalore3	Lore Table		SpellType	N/A	0	tabl:None=mgnone,Beast=mgbeasts,Death=mgdeath,Fire=mgfire,Heavens=mgheaven,Life=mglife,Light=mglight,Metal=mgmetal,Shadow=mgshadow-noname-nobrackets			Select the Lore for the Unit	
mgalore4	Lore Table		SpellType	N/A	0	tabl:None=mgnone,Beast=mgbeasts,Death=mgdeath,Fire=mgfire,Heavens=mgheaven,Life=mglife,Light=mglight,Metal=mgmetal,Shadow=mgshadow-noname-nobrackets			Select the Lore for the Unit	
mgalore5	Lore Table		SpellType	N/A	0	tabl:None=mgnone,Beast=mgbeasts,Death=mgdeath,Fire=mgfire,Heavens=mgheaven,Life=mglife,Light=mglight,Metal=mgmetal,Shadow=mgshadow-noname-nobrackets			Select the Lore for the Unit	
mgalore6	Lore Table		SpellType	N/A	0	tabl:None=mgnone,Beast=mgbeasts,Death=mgdeath,Fire=mgfire,Heavens=mgheaven,Life=mglife,Light=mglight,Metal=mgmetal,Shadow=mgshadow-noname-nobrackets			Select the Lore for the Unit	
mgnone	No Lore		SpellType	N/A	0			No Lore Selected	No Lore Selected	
mgmetal	Path of Alchemy	Mtl	SpellType	Mgc	0	type:mgmetal;show:mgshow;show:mgfull				
mgchange	Path of Change	Chan	SpellType	Mgc	0	type:mgchange;show:mgshow;show:mgfull				
mgdark	Path of Darkness	White	SpellType	Mgc	0	type:mgdark;show:mgshow;show:mgfull				
mgdeath	Path of Death	Dth	SpellType	Mgc	0	type:mgdeath;show:mgshow;show:mgfull				
mgdiseas	Path of Disease	Diss	SpellType	Mgc	0	type:mgdisease;show:mgshow;show:mgfull				
mgfire	Path of Fire	Fir	SpellType	Mgc	0	type:mgfire;show:mgfull;show:mgshow				
mgheaven	Path of Heavens	Hvn	SpellType	Mgc	0	type:mgheaven;show:mgshow;show:mgfull				
mglife	Path of Life	Lfe	SpellType	Mgc	0	type:mglife;show:mgshow;show:mgfull				
mglight	Path of Light	Lgt	SpellType	Mgc	0	type:mglight;show:mgshow;show:mgfull				
mglust	Path of Lust	Lust	SpellType	Mgc	0	type:mglust;show:mgshow;show:mgfull				
mgnecro	Path of Necromancy	Ncr	SpellType	Mgc	0	type:mgnecro;show:mgshow;show:mgfull				
mgnehe	Path of Sands	Neh	SpellType	Mgc	0	type:mgnehe;show:mgshow;show:mgfull				
mgshadow	Path of Shadows	Sdw	SpellType	Mgc	0	type:mgshadow;show:mgshow;show:mgfull				
mghigh	Path of White Magic	White	SpellType	Mgc	0	type:mghigh;show:mgshow;show:mgfull				
mgbeasts	Path of Wilderness	Wild	SpellType	Mgc	0	type:mgbeasts;show:mgshow;show:mgfull				
mgulric	Prayers of Ulric	Prt	SpellType	Mgc	0	type:mgulric;show:mgulshow;show:mgfull2;spec:+spel				
mgverena	Prayers of Verena	Prt	SpellType	Mgc	0	type:mgverena;show:mgveshow;show:mgfull3;spec:+spel				
mgshow	All Path Spells		Priority2	N/A	0	take:beastsa;take:beasts0;take:beasts1;take:beasts2;take:beasts3;take:beasts4;take:beasts5;take:beasts6;take:deatha;take:death0;take:death1;take:death2;take:death3;take:death4;take:death5;take:death6;take:firea;take:fire0;take:fire1;take:fire2;take:fire3;take:fire4;take:fire5;take:fire6;take:heavensa;take:heavens0;take:heavens1;take:heavens2;take:heavens3;take:heavens4;take:heavens5;take:heavens6;take:lifea;take:life0;take:life1;take:life2;take:life3;take:life4;take:life5;take:life6;take:lighta;take:light0;take:light1;take:light2;take:light3;take:light4;take:light5;take:light6;take:metala;take:metal0;take:metal1;take:metal2;take:metal3;take:metal4;take:metal5;take:metal6;take:shadowsa;take:shadows0;take:shadows1;take:shadows2;take:shadows3;take:shadows4;take:shadows5;take:shadows6;take:desert1;take:desert2;take:desert3;take:desert4;take:desert5;take:desert6;take:neheat;take:nehe0;take:nehe1;take:nehe2;take:nehe3;take:nehe4;take:nehe5;take:nehe6;stat:Wz=36;spec:+spel;item:+9;take:changea;take:change0;take:change1;take:change2;take:change3;take:change4;take:change5;take:change6;take:diseasea;take:disease0;take:disease1;take:disease2;take:disease3;take:disease4;take:disease5;take:disease6;take:lusta;take:lust0;take:lust1;take:lust2;take:lust3;take:lust4;take:lust5;take:lust6;take:higha;take:high0;take:high1;take:high2;take:high3;take:high4;take:high5;take:high6;take:darka;take:dark0;take:dark1;take:dark2;take:dark3;take:dark4;take:dark5;take:dark6;take:necroa;take:necro0;take:necro1;take:necro2;take:necro3;take:necro4;take:necro5;take:necro6			Shows all spells for this lore, and lists short descriptions on the roster.	
mgulshow	All Priest Spells		Priority2	N/A	0	take:ulrhowl;take:ulrdestr;take:ulrchill;take:ulrfury;item:+4			Shows all Prayers of Ulric with short descriptions on the roster.	
mgveshow	All Priest Spells		Priority2	N/A	0	take:verena1;take:verena2;take:verena3;take:verena4;item:+4			Shows all Prayers of Verena with short descriptions on the roster.	
mgfull1	Full Blessing List		Priority2	N/A	0	more:mgprst1=incl;more:mgprst2=incl;more:mgprst3=incl			Appends full descriptions of all Blessings	
mgfull2	Full Prayer List		Priority2	N/A	0	more:mgulric1=incl;more:mgulric2=incl;more:mgulric3=incl;more:mgulric4=incl			Appends full descriptions of all spells for this Lore to the roster.	
mgfull3	Full Prayer List		Priority2	N/A	0	more:mgveren1=incl;more:mgveren2=incl;more:mgveren3=incl;more:mgveren4=incl			Appends full descriptions of all spells for this Lore to the roster.	
mgdessho	Full Spell List		Priority2	N/A	0	more:mgdeser1=incl;more:mgdeser2=incl;more:mgdeser3=incl;more:mgdeser4=incl;more:mgdeser5=incl;more:mgdeser6=incl				Lore of the Desert
mgnehsho	Full Spell List		Priority2	N/A	0	more:mgneheat=incl;more:mgnehe0=incl;more:mgnehe1=incl;more:mgnehe2=incl;more:mgnehe3=incl;more:mgnehe4=incl;more:mgnehe5=incl;more:mgnehe6=incl				The Lore of Nehekhara
mgserpen	Full Spell List		Priority2	N/A	0	more:mgserpe1=incl;more:mgserpe2=incl;more:mgserpe3=incl;more:mgserpe4=incl;more:mgserpe5=incl;more:mgserpe6=incl				
mgfull	Full Spell Lists		Priority2	N/A	0	hide				
mgfull00	Full Spell Lists		Priority2	N/A	0	more:mgbeasta=incl;more:mgbeast0=incl;more:mgbeast1=incl;more:mgbeast2=incl;more:mgbeast3=incl;more:mgbeast4=incl;more:mgbeast5=incl;more:mgbeast6=incl;more:mgdeath0=incl;more:mgdeath1=incl;more:mgdeath2=incl;more:mgdeath3=incl;more:mgdeath4=incl;more:mgdeath5=incl;more:mgdeath6=incl;more:mgfirea=incl;more:mgfire0=incl;more:mgfire1=incl;more:mgfire2=incl;more:mgfire3=incl;more:mgfire4=incl;more:mgfire5=incl;more:mgfire6=incl;more:mgheave0=incl;more:mgheave1=incl;more:mgheave2=incl;more:mgheave3=incl;more:mgheave4=incl;more:mgheave5=incl;more:mgheave6=incl;more:mglife0=incl;more:mglife1=incl;more:mglife2=incl;more:mglife3=incl;more:mglife4=incl;more:mglife5=incl;more:mglife6=incl;more:mglight0=incl;more:mglight1=incl;more:mglight2=incl;more:mglight3=incl;more:mglight4=incl;more:mglight5=incl;more:mglight6=incl;more:mgmetal0=incl;more:mgmetal1=incl;more:mgmetal2=incl;more:mgmetal3=incl;more:mgmetal4=incl;more:mgmetal5=incl;more:mgmetal6=incl;more:mgshado0=incl;more:mgshado1=incl;more:mgshado2=incl;more:mgshado3=incl;more:mgshado4=incl;more:mgshado5=incl;more:mgshado6=incl;more:mgnecro1=incl;more:mgnecro2=incl			Appends full descriptions of all spells for this Lore to the roster.	mgvamp0
mgmiscas	Miscast Table	MsT	Priority2	N/A	0	apnd:foot		Roll 2d6. St of hits is PDU+2 and have AP(1). Wizard cannot make any saves against Miscast. After resolving remove PDU from Dice pool. 2-4: 5" template centered on caster, all under are hit. Then, if 5 PD were used caster dies, if 4 PD caster dies on 1-3; 5-6: 3" template centered on caster, all under are hit, caster must take a hit; 7: Caster's unit suffer PDU hits, the caster must take one; 8-9: caster and all friendly wizards take a hit; 10-12: caster loses PDU-2 levels and spells, starting with miscast spell, randomizing the rest. 	Prints Miscast table at the end of the file.	
mgprshow	Show all Blessings		Priority2	N/A	0	take:prhamsig;take:prright;take:prsolfir;item:+5			Shows all Blessings with short descriptions on the roster.	
mgmetal0	Alchemy0: Molten Metal		Priority3	N/A	0	apnd:foot;hide;utyp:mgmetal		Hex. Missile. Damage. Signature spell. 10+ to cast, Range 24"; Target suffers D6 hits with Metalshifting OR Cast on 18+ to cause 2D6 hits.		
mgmetal1	Alchemy1: Enchanted Blades		Priority3	N/A	0	apnd:foot;hide;utyp:mgmetal		Augment. 8+ to cast, Range 24" OR 12+ to cast, Range 36". Lasts one turn.Target has +1 to hit. All target’s attacks (including Shooting) gain the Magical Attacks and Armour Piercing (1) special rules. Any attack which already had Armour Piercing gains +1 to its Armour Piercing instead.		
mgmetal2	Alchemy2: Creeping Corrosion		Priority3	N/A	0	apnd:foot;hide;utyp:mgmetal		Hex. 8+ to cast, Range 24" OR 11+ to cast, Range 48". Permanent. Target has -1 to its armour save.		
mgmetal3	Alchemy3: Quicksilver Cloak		Priority3	N/A	0	apnd:foot;hide;utyp:mgmetal		Augment. 9+ to cast, Range 12" OR 12+ to Cast, Range 24". Lasts one turn. Target gains the Distracting and Blurry special rules. Furthermore, all close combat attacks against the target reduce their Armour Piercing by 1.		
mgmetal4	Alchemy4: Silver Spike		Priority3	N/A	0	apnd:foot;hide;utyp:mgmetal		Hex. Missile. Damage. 9+ to cast, Range 18" OR 12+ to cast, Range 36". Target suffers 1 hit with Metalshiting and Multiple Wounds (D3) special rule. This attack penetrate ranks in the same way as Bolt Throwers (Artillery Weapon) ), but gains a -1 to wound modifier instead of -1 Strength for each penetrated rank.		
mgmetal5	Alchemy5: Bane of Forged Steel		Priority3	N/A	0	apnd:foot;hide;utyp:mgmetal		Hex. 10+ to cast, Range 24" OR 13+ to cast, Range 48". Lasts one turn. Models in the target unit cannot receive Strength bonuses from mundane close combat weapons. Mundane shooting weapons wielded by the target unit have -1 strength. Note that this spell only affects a model’s equipment and its Strength, not any special rules.		
mgmetal6	Alchemy6:Transmutation of Gold		Priority3	N/A	0	apnd:foot;hide;utyp:mgmetal		Hex. Direct. Damage. 16+ to cast, Range 12" OR 19+ to cast, Range 24". Instant/Lasts one turn. Owner of target unit rolls a D6 for each model in target unit (in an order chosen by the owner of the unit). Ignore the first rolled 5+. Every model that rolled 5+ suffers a wound with Multiple Wounds (10) and no saves allowed. Enemy units within 12” of the target have Stupidity.		
mglifea	Attr: Breath of Life		Priority3	N/A	0	apnd:foot;hide;utyp:mglife		Lore Attribute. Focused. Augment. Range 12". Target Recovers 1 wound. No single model can Recover more than 1 wound per phase from this spell.		
mgnecroa	Attr: Cheating Death		Priority3	N/A	0	apnd:foot;hide;utyp:mgnecro		Attribute. Augment. Focused. Range 12". Target unit or a single Character inside the target unit can Raise a single wound. No unit can ever be targeted more than twice during a single phase.		
mgdeatha	Attr: Cloud of Despair		Priority3	N/A	0	apnd:foot;hide;utyp:mgdesert		Lore Attribute. Range 24". Hex. Lasts one Turn. Target has -1 Leadership. No model can be affected by this spell more than once per magic phase.		
mgmetala	Attr: Commandment of Iron		Priority3	N/A	0	apnd:foot;hide;utyp:mgmetal		Lore Attribute. Augment. Range 12". Lasts one turn. Target has +1 armour save. This can never cause a model’s Armour Save to be better than 3+.		
mglighta	Attr: Guardian Light		Priority3	N/A	0	apnd:foot;hide;utyp:mglight		Lore Attribute. Augment. Range 12". Target Has Holy Attacks and +1 Leadership. No model can be affected by this spell more than once per magic phase.		
mglusta	Attr: Masochism		Priority3	N/A	0	apnd:foot;hide;utyp:mglust		Attribute. Augment. Focused. Range 12". Lasts one turn. Target either gains +1 Attack and +3 Initiative or increases its Armour Piercing by 1. Choose which when casting the spell. Every model can only be effected once by each effect.		
gmdiseaa	Attr: Necrotic Blessing		Priority3	N/A	0	apnd:foot;hide;utyp:mgdisease		Attribute. Augment. Focused. Range 12”. Lasts one Turn. Target has +1 Toughness. A model may only be affected by this spell once per magic phase.		
mgneheat	Attr: No Rest in Death		Priority3	N/A	0	apnd:foot;hide;utyp:mgnehe		Attribute. Universal. This spell always targets the same target(s) that the spell triggering the attribute is targeting. For friendly Undead units:Raise the number of wounds as stated in the unit’s profile under Risen. If the target is a Combined Unit declare whether the unit or the character will have its wounds raised. Undead Constructs and Characters may only raise 1 wound. For enemy units: Target suffers D3+1 Strength 1 hits with Armour Piercing (6).		
mgfirea	Attr: Raging Fire		Priority3	N/A	0	apnd:foot;hide;utyp:mgfire		Lore Attribute. Hex. Direct. Damage. Range 24". Target suffers D3 Strength 4 hits with Flaming Attacks.		
mgheavea	Attr: Second Seal		Priority3	N/A	0	apnd:foot;hide;utyp:mgheaven		Lore Attribute. Lasts one turn. Active player is allowed to reroll a single D6, either a to hit roll, a to wound roll or an armour save.		
mgshadoa	Attr: Shadow Step		Priority3	N/A	0	apnd:foot;hide;utyp:mgshadow		Lore Attribute. Focused. Augment. Character only. Range 12". Target may perform a 10” Flying Magical Move.		
mghigha	Attr: Shield of the Ancients		Priority3	N/A	0	apnd:foot;hide;utyp:mghigh		Attribute. Range 12". Lasts one turn. Place a Shield Counter on the target. Ignore the next Unsaved Wound the target would suffer (after calculating any Multiple Wounds) and remove the Shield Counter instead. A unit may only ever have a single Shield Counter at any time. At the start of each friendly magic phase, remove all Shield Counter from the game.		
mgdarka	Attr: Soul Thirst		Priority3	N/A	0	apnd:foot;hide;utyp:mgdark		Attribute. Hex. Direct. Damage. Range 18". Target suffers a Strength 5 hit with Armour Piercing (6). If this hit results in an unsaved wound, the caster may heal one wound lost prior in the game.		
mgbeasta	Attr: The Wild Hunt		Priority3	N/A	0	apnd:foot;hide;utyp:mgbeasts		Lore Attribute. Augment. Range 12".his spell can only affect unit consisting solely of one of the following:  1. Cavalry, War Beast, Monstrous Cavalry, Monstrous Beast, Chariot, Monster and/or Ridden Monster; 2. Any unit in armybook Beast herds; 3. Caster’s own unit Target makes a D3+2" Magical Move		
mgchanga	Attr: Winds of Change		Priority3	N/A	0	apnd:foot;hide;utyp:mgchange		Lore Attribute. Universal. Lasts one turn.The army gets a Winds of Change counter. When casting non-bound spells from Path of Change, any dice that results in a natural ‘1’ may be rerolled at the expense of a counter. Remove a counter and reroll the dice.		
mgbeast0	Beast0: The Beast Within		Priority3	N/A	0	apnd:foot;hide;utyp:mgbeasts		Augment. Signature spell. 10+ to cast, Range 12" OR 13+ to cast, Range 24". Lasts one Turn. Target has +1 Strength and +1 Toughness.		
mgbeast1	Beast1: Swarm of Insects		Priority3	N/A	0	apnd:foot;hide;utyp:mgbeasts		Hex. Missile. Damage. 6+ to cast, Range 24" OR 9+ to cast, Range 48"; Target suffers 5D6 Strength 1 hits.		
mgbeast2	Beast2: Inner Rage		Priority3	N/A	0	apnd:foot;hide;utyp:mgbeasts		5+ to cast, Caster's unit OR 9+ to cast, Range 12", Universal. Lasts one Turn. Target has Frenzy.		
mgbeast3	Beast3: Redwood Shaft		Priority3	N/A	0	apnd:foot;hide;utyp:mgbeasts		Hex. Missile. Damage. 9+ to cast, Range 24", Target suffers 1 S6 hit with Multiple Wounds (D3) that penetrates ranks like Bolt Thrower OR Cast on 15+ to cause S10 hit with Multiple Wounds (Ordnance).		
mgbeast4	Beast4: Raging Storm		Priority3	N/A	0	apnd:foot;hide;utyp:mgbeasts		Hex. 11+ to cast. Range 24". Lasts one Turn. Target cannot use shooting attacks nor use flying movement.		
mgbeast5	Beast5: Curse of the Wild Wood		Priority3	N/A	0	apnd:foot;hide;utyp:mgbeasts		Hex. 10+ to cast, Range 36" OR 13+ to cast, Range 72". Lasts one Turn. Target has -1 to hit, and treat all terrain (including open ground) as dangerous terrain, and fails dangerous terrain tests on 1 and 2.		
mgbeast6	Beast6:MonstrousTransformation		Priority3	N/A	0	apnd:foot;hide;utyp:mgbeasts		12+ to cast to target Caster, 15+ to cast with Range 12", Universal, Focused, Character only. Lasts one Turn. Target cannot use weapons, and get one of following Characteristic changes and special rules (choose one when spell is cast): #Aspect of Hydra: WS6, S5 T5 A6, Regeneration (4+); #Aspect of Manticore: WS6, S5 T5 A4, Killing Blow, Multiple Wounds (D3); #Aspect of Dragon: WS6, S6 T6 A3, Breath Weapon (Strength 4 Flaming Attacks). If target has a Combined Profile, only one part receives the Characteristics changes and Special rule (nominate which when casting the spell).		
mgdark0	Black0: Moraec's Fury		Priority3	N/A	0	apnd:foot;hide;utyp:mgdark		Signature. Augment. Caster's unit. 8+ to cast. Lasts one Turn. Target has +1 Strength. OR 9+ to cast as Augment, Range 18", Target has +1 Strength and +1 to its Armour Piercing.		
mgdark1	Black1: Freezing Gale		Priority3	N/A	0	apnd:foot;hide;utyp:mgdark		Hex. Direct. Damage. 5+ to cast. Range 24".  Target suffers 1D6 Strength 4 hits. OR Cast on 10+, Range 36" Target then suffers either: instantly suffers an additional D6 S4 hits or has -D3 to its BS (to a minimum of 1) Choose which when casting the spell.		
mgdark2	Black2: Bladestorm		Priority3	N/A	0	apnd:foot;hide;utyp:mgdark		Hex. 6+ to cast. Range 12". Lasts one Turn. Target has -D3 Weapon Skill (to a minimum of 1) OR 12+ to cast as Hex, Direct, Damage, Range 24''. Each model in the target unit takes a Weapon Skill test. If the test is failed it suffers a Strength 3 hit with Armour Piercing (1). Afterwards the target suffers -D3 Weapon Skill (to a minimum of 1) .		
mgdark3	Black3: Cripling Agony		Priority3	N/A	0	apnd:foot;hide;utyp:mgdark		Hex. 9+ to cast. Range 18". Lasts one Turn. Target suffers -1 Strength and Initiative (to a minimum of 1)  OR 15+ to cast, Range 36'', Target suffers -2 Strength and Initiative.		
mgdark4	Black4: Mark of Fear		Priority3	N/A	0	apnd:foot;hide;utyp:mgdark		Hex. 9+ to cast, Range 18" OR 14+ to cast, Range 36''. Remains in Play. Targets cannot use Hold Your Ground! or Inspiring Presence special rule.		
mgdark5	Black5: Bolt of Darkness		Priority3	N/A	0	apnd:foot;hide;utyp:mgdark		Hex. Missile. Damage. 11+ to cast, Range 18". Target suffers 2D6 Strength 5 hits. OR 15+ to cast to cause 3D6 S5 hits instead.		
mgdark6	Black6: Black Terror		Priority3	N/A	0	apnd:foot;hide;utyp:mgdark		Vortex (Range 6", Template 1"). Ground. 14+ to cast. Models touched by the template must pass a Strength test or suffer a wound with Multiple Wounds (Ordnance) and Armour Piercing (6).		
mgprst1	Blessings of Carnage		Priority3	N/A	0	apnd:foot;hide;utyp:mgpriest		Lasts one Turn. Target can Reroll failed rolls to wound in close combat.		
mgprst3	Blessings of Divine Interventi		Priority3	N/A	0	apnd:foot;hide;utyp:mgpriest		Lasts one Turn. Target has Ward Save (5+) against close combat attacks.		
mgprst2	Blessings of Fire		Priority3	N/A	0	apnd:foot;hide;utyp:mgpriest		Lasts one Turn. Target has Flaming Attacks. Any enemy unit in base contact with the target takes D6 Strength 4 Flaming Attacks hits.		
mgchang0	Change0: Blue Fire		Priority3	N/A	0	apnd:foot;hide;utyp:mgchange		Hex. Missile. Damage. Cast on 5+. Target suffers D6 hits with Strength D6 and the Hellfire Special Rule. OR Cast on 9+ to increase Range to 48" OR Cast on 13+, Range 48", hits have Strength D6+1		
mgchang1	Change1: Reign of Confusion		Priority3	N/A	0	apnd:foot;hide;utyp:mgchange		Hex. Cast on 7+. Range 24". Lasts one turn. Target cannot use Hold your Ground or Inspiring Presence.		
mgchang2	Change2: Pink Fire		Priority3	N/A	0	apnd:foot;hide;utyp:mgchange		Cast on 7+ to target Caster OR Cast on 12+ with Focused, Augment and Range 24". Lasts one Turn. Target gains the Breath Weapon (Strength D3+2, Hellfire) Special Rule.		
mgchang3	Change3: Wave of Transmutation		Priority3	N/A	0	apnd:foot;hide;utyp:mgchange		Hex. Missile. Damage. Cast on 8+. Range 24". Target suffers a Strength D6+4 hit with the Multiple Wounds (D3) and Hellfire Special rules, which penetrates ranks as a Bolt Thrower (Artillery Weapon) and has Armour Piercing (6).		
mgchang4	Change4: Secrets Stolen		Priority3	N/A	0	apnd:foot;hide;utyp:mgchange		Hex. Direct. Damage. Focused. Cast on 8+. Range 18". Target and caster both roll a D6 and add their wizard levels. If caster rolls higher, the target suffers a S3 hit with thArmour Piercing (6), loses a wizard level (if it has any) and a randomly selected spell (including Bound Spells, if it has any).		
mgchang5	Change5: Inevitable Betrayal		Priority3	N/A	0	apnd:foot;hide;utyp:mgchange		Hex. Cast on 10+. Range 24". Lasts one Turn. When the target makes a Shooting or Close Combat Attack, any of its to hit rolls of 1 are discarded. For each hit that is discarded in this way the target immediately suffers a hit with the same strength and rules as the discarded hits. A discarded Shooting Attack counts as a Shooting Attack, and a discarded Close Combat Attacks counts as a Close Combat Attacks (and will therefore add to the target's opponent's side combat score). Units consisting of a single model cannot be affected by this spell.		
mgchang6	Change6: Eternal Gateway		Priority3	N/A	0	apnd:foot;hide;utyp:mgchange		Hex. Direct. Damage. Cast on 16+. Range 24". Target takes 2D6 hits with Strength 2D6 and the Hellfire Special Rule. If 11 or 12 is rolled for Strength, treat it as Strength 10 and the hits wound automatically.		
mgdeath0	Death0: Touch of the Reaper		Priority3	N/A	0	apnd:foot;hide;utyp:mgdeath		Focused. Hex. Direct. Damage. Range 18" On 9+ to cast Target instantly suffers 1 wound with Armour Piercing (6) OR 12+ to cast to add effect: If an unsaved wound is dealt, caster Recovers one wound.		
mgdeath1	Death1: Curse of Mortality		Priority3	N/A	0	apnd:foot;hide;utyp:mgdeath		Hex. 7+ to cast, Range 24"; Target has -1 Strength. OR 10+ to cast, Target has -1 Strength and -1 Toughness.		
mgdeath2	Death2: Gnawing Spirits		Priority3	N/A	0	apnd:foot;hide;utyp:mgdeath		Hex. Missile. Damage. 8+ to cast, Range 24". Target suffers 2D6 St2 hits with Armour Piercing (6). OR Cast on 10+ to cause 3D6 hits instead.		
mgdeath3	Death3: Soul Leech		Priority3	N/A	0	apnd:foot;hide;utyp:mgdeath		Focused. Hex. Direct. Damage. 8+ to cast, Range 12" OR 11+ to cast, Range 24". Both caster and target roll 1D6 and add their current Ld. If the caster’s total is higher, the target suffers a number of wounds with Armour Piercing (6) equal to the difference between their respective total.		
mgdeath4	Death4: Soul Harvest		Priority3	N/A	0	apnd:foot;hide;utyp:mgdeath		Augment. 9+ to cast, Range 24". Lasts one Turn. Target’s close combat attacks has the Holy Attacks special rule. OR Cast on 13+ to add effect: Successful armour saves taken against target’s close combat attacks must be rerolled.		
mgdeath5	Death5: The Abyss Gazes Back		Priority3	N/A	0	apnd:foot;hide;utyp:mgdeath		Augment. 11+ to cast, Range 18". Lasts one Turn. Target has Killing Blow and Fear.		
mgdeath6	Death6: Storm of Souls		Priority3	N/A	0	apnd:foot;hide;utyp:mgdeath		Vortex (Range 6", Template 1"). Ground. 15+ to cast. Models touched by the template must pass an Initiative test or suffer a wound with Multiple Wounds (10) and Armour Piercing (6) special rules and with no Regeneration saves allowed.		
mgdeser1	Desert1: Sand Blast		Priority3	N/A	0	apnd:foot;hide;utyp:mgdesert		Signature Spell. Magic Missile. 5+ to cast, Range 24", D6 S3 hits, unit suffering any wounds halves its Movement (rounding up) in its next movement phase.		
mgdeser2	Desert2: Curse of the Djinn		Priority3	N/A	0	apnd:foot;hide;utyp:mgdesert		Hex. Remains in Play. 6+ to cast, Range 24", target must re-roll all successful armour saves until start of caster's next magic phase.		
